symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
AFIB,AFIB#001,manual_verified_historical_identity,"Acutus Medical, Inc.",delisting_or_registration_termination,2024-04-30,,https://www.sec.gov/Archives/edgar/data/1522860/000162828024022197/afib-20240509.htm,workflow=sec_identity_first_v1; identity_cik=1522860; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-24-022197; date_distance=8
AGBA,AGBA#001,manual_verified_historical_identity,Triller Group Inc.,merger_or_acquisition_terminal,2024-10-15,,https://www.sec.gov/Archives/edgar/data/1769624/000121390024089342/ea0217981-8k_triller.htm,workflow=sec_identity_first_v1; identity_cik=1769624; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-089342; date_distance=0
AGRI,AGRI#001,manual_verified_historical_identity,AVAX ONE TECHNOLOGY LTD.,operating_lifecycle_terminal,2025-11-05,,https://www.sec.gov/Archives/edgar/data/1826397/000149315225021006/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1826397; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-25-021006; date_distance=7
AILE,AILE#001,manual_verified_historical_identity,"iLearningEngines, Inc.",delisting_or_registration_termination,2025-01-02,,https://www.sec.gov/Archives/edgar/data/1835972/000121390024112871/ea0226043-8k_ilearning.htm,workflow=sec_identity_first_v1; identity_cik=1835972; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-112871; date_distance=-2
AKRO,AKRO#001,manual_verified_historical_identity,"Akero Therapeutics, Inc.",delisting_or_registration_termination,2025-12-10,,https://www.sec.gov/Archives/edgar/data/1744659/000114036125044946/ef20060786_8k.htm,workflow=sec_identity_first_v1; identity_cik=1744659; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-044946; date_distance=-1
AKYA,AKYA#001,manual_verified_historical_identity,"Akoya Biosciences, Inc.",delisting_or_registration_termination,2025-07-08,,https://www.sec.gov/Archives/edgar/data/1711933/000110465925066306/tm2520065d1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1711933; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-066306; date_distance=0
ALLK,ALLK#001,manual_verified_historical_identity,Allakos Inc.,delisting_or_registration_termination,2025-05-15,,https://www.sec.gov/Archives/edgar/data/1564824/000114036125019156/ny20049047x1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1564824; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-019156; date_distance=0
ASAI,ASAI#001,manual_verified_historical_identity,Sendas Distributor S.A.,delisting_or_registration_termination,2025-01-09,,https://www.sec.gov/Archives/edgar/data/1834048/000129281424004626/asai20241219_6k1.htm,workflow=sec_identity_first_v1; identity_cik=1834048; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001292814-24-004626; date_distance=-2
ATIP,ATIP#001,manual_verified_historical_identity,"ATI Physical Therapy, Inc.",delisting_or_registration_termination,2024-12-03,,https://www.sec.gov/Archives/edgar/data/1815849/000114036124049683/ef20039918_8k.htm,workflow=sec_identity_first_v1; identity_cik=1815849; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-24-049683; date_distance=0
AVDX,AVDX#001,manual_verified_historical_identity,"AvidXchange Holdings, Inc.",merger_or_acquisition_terminal,2025-10-15,,https://www.sec.gov/Archives/edgar/data/1858257/000114036125038169/ef20057031_sc13e3a.htm,workflow=sec_identity_first_v1; identity_cik=1858257; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=SC 13E3/A; accession=0001140361-25-038169; date_distance=0
AXNX,AXNX#001,manual_verified_historical_identity,"Axonics, Inc.",delisting_or_registration_termination,2024-11-15,,https://www.sec.gov/Archives/edgar/data/1603756/000162828024048038/axnx-20241115.htm,workflow=sec_identity_first_v1; identity_cik=1603756; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-24-048038; date_distance=0
AY,AY#001,manual_verified_historical_identity,Atlantica Sustainable Infrastructure plc,delisting_or_registration_termination,2024-12-13,,https://www.sec.gov/Archives/edgar/data/1601072/000114036124049098/ef20039835_6k.htm,workflow=sec_identity_first_v1; identity_cik=1601072; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001140361-24-049098; date_distance=-1
AZEK,AZEK#001,manual_verified_historical_identity,AZEK Co Inc.,operating_lifecycle_terminal,2025-06-24,,https://www.sec.gov/Archives/edgar/data/1782754/000162828025032737/azek-20250624.htm,workflow=sec_identity_first_v1; identity_cik=1782754; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-25-032737; date_distance=7
AZPN,AZPN#001,manual_verified_historical_identity,"Aspen Technology, Inc.",delisting_or_registration_termination,2025-03-11,,https://www.sec.gov/Archives/edgar/data/1897982/000114036125008260/ny20045136x4_8k.htm,workflow=sec_identity_first_v1; identity_cik=1897982; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-008260; date_distance=1
BECN,BECN#001,manual_verified_historical_identity,"QXO BUILDING PRODUCTS, INC.",delisting_or_registration_termination,2025-04-29,,https://www.sec.gov/Archives/edgar/data/1124941/000121390025036794/ea0239883-8k_qxobuild.htm,workflow=sec_identity_first_v1; identity_cik=1124941; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-25-036794; date_distance=0
BEST,BEST#001,manual_verified_historical_identity,BEST Inc.,merger_or_acquisition_terminal,2025-03-07,,https://www.sec.gov/Archives/edgar/data/1709505/000110465925021738/tm2421090-9_sc13e3.htm,workflow=sec_identity_first_v1; identity_cik=1709505; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=SC 13E3/A; accession=0001104659-25-021738; date_distance=0
BIOR,BIOR#001,manual_verified_historical_identity,"BIORA THERAPEUTICS, INC.",delisting_or_registration_termination,2024-12-11,,https://www.sec.gov/Archives/edgar/data/1580063/000095017024134755/bior-20241210.htm,workflow=sec_identity_first_v1; identity_cik=1580063; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-24-134755; date_distance=-1
BLMZ,BLMZ#001,manual_verified_historical_identity,Harrison Global Holdings Inc.,delisting_or_registration_termination,2025-12-01,,https://www.sec.gov/Archives/edgar/data/1984014/000198401425000029/form6k_nasdaq_A.txt,workflow=sec_identity_first_v1; identity_cik=1984014; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001984014-25-000029; date_distance=11
CARM,CARM#001,manual_verified_historical_identity,Carisma Therapeutics Inc.,delisting_or_registration_termination,2025-10-13,,https://www.sec.gov/Archives/edgar/data/1485003/000110465925098404/tm2528458d1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1485003; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-098404; date_distance=-3
CCCX,CCCX#001,manual_verified_historical_identity,Churchill Capital Corp X/Cayman,operating_lifecycle_terminal,2026-02-12,,https://www.sec.gov/Archives/edgar/data/2007825/000119312526053097/d900344d8k.htm,workflow=sec_identity_first_v1; identity_cik=2007825; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001193125-26-053097; date_distance=1
CDMO,CDMO#001,manual_verified_historical_identity,"Avid Bioservices, Inc.",delisting_or_registration_termination,2025-02-05,,https://www.sec.gov/Archives/edgar/data/704562/000114036125003108/ef20042864_8k.htm,workflow=sec_identity_first_v1; identity_cik=704562; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-003108; date_distance=0
CLEU,CLEU#001,manual_verified_historical_identity,China Liberal Education Holdings Ltd,delisting_or_registration_termination,2025-05-30,,https://www.sec.gov/Archives/edgar/data/1775085/000147793225004294/cleu_6k.htm,workflow=sec_identity_first_v1; identity_cik=1775085; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001477932-25-004294; date_distance=3
CUTR,CUTR#001,manual_verified_historical_identity,CUTERA INC,delisting_or_registration_termination,2025-03-13,,https://www.sec.gov/Archives/edgar/data/1162461/000162828025011029/cutr-20250306.htm,workflow=sec_identity_first_v1; identity_cik=1162461; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-25-011029; date_distance=-1
CWBR,CWBR#001,manual_verified_historical_identity,"CohBar, Inc.",delisting_or_registration_termination,2023-11-29,,https://www.sec.gov/Archives/edgar/data/1522602/000121390023090274/ea189084-8k_cohbarinc.htm,workflow=sec_identity_first_v1; identity_cik=1522602; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-23-090274; date_distance=-1
DGLY,DGLY#001,manual_verified_historical_identity,"DIGITAL ALLY, INC.",operating_lifecycle_terminal,2026-01-08,,https://www.sec.gov/Archives/edgar/data/1342958/000149315226000981/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1342958; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-26-000981; date_distance=-1
DNMR,DNMR#001,manual_verified_historical_identity,"Danimer Scientific, Inc.",delisting_or_registration_termination,2024-12-30,,https://www.sec.gov/Archives/edgar/data/1779020/000095017024141335/dnmr-20241230.htm,workflow=sec_identity_first_v1; identity_cik=1779020; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-24-141335; date_distance=0
DOMA,DOMA#001,manual_verified_historical_identity,"Doma Holdings, Inc.",merger_or_acquisition_terminal,2024-09-27,,https://www.sec.gov/Archives/edgar/data/1722438/000143774924030131/doma20240925_sc13e3a.htm,workflow=sec_identity_first_v1; identity_cik=1722438; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=SC 13E3/A; accession=0001437749-24-030131; date_distance=0
DTC,DTC#001,manual_verified_historical_identity,"Solo Brands, Inc.",delisting_or_registration_termination,2025-04-22,,https://www.sec.gov/Archives/edgar/data/1870600/000187060025000053/dtc-20250506.htm,workflow=sec_identity_first_v1; identity_cik=1870600; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001870600-25-000053; date_distance=0
